File,ID,Member_Name,Member_Type,Entity,Member_ID,Module
main/java/org/apache/commons/imaging/ImageInfo.java,5,toString,function,org.apache.commons.imaging.ImageInfo,126,base
main/java/org/apache/commons/imaging/ImageFormat.java,3,getName,function,org.apache.commons.imaging.ImageFormat,80,base
main/java/org/apache/commons/imaging/ImageInfo.java,5,getFormat,function,org.apache.commons.imaging.ImageInfo,113,base
main/java/org/apache/commons/imaging/ImageFormat.java,3,ImageFormat,type,org.apache.commons.imaging.ImageFormat,81,base
main/java/org/apache/commons/imaging/ImageInfo.java,5,ImageInfo,function,org.apache.commons.imaging.ImageInfo,107,base
main/java/org/apache/commons/imaging/ImageInfo.java,5,ImageInfo,type,org.apache.commons.imaging.ImageInfo,130,base
main/java/org/apache/commons/imaging/FormatCompliance.java,1,getDefault,function,org.apache.commons.imaging.FormatCompliance,41,base
main/java/org/apache/commons/imaging/FormatCompliance.java,1,FormatCompliance,type,org.apache.commons.imaging.FormatCompliance,44,base
main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange.java,281,PaletteEntryForRange,type,org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRange,6265,tiff
main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange.java,281,isCovered,function,org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRange,6263,tiff
main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange.java,281,getARGB,function,org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRange,6259,tiff
main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange.java,281,getColor,function,org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRange,6260,tiff
main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange.java,281,coversSingleEntry,function,org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRange,6258,tiff
main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange.java,281,getLowerBound,function,org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRange,6261,tiff
main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange.java,281,getUpperBound,function,org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRange,6262,tiff
