File,ID,Member_Name,Member_Type,Entity,Member_ID,Module
lucene/contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/MultiTermRewriteMethodAttribute.java,257,MultiTermRewriteMethodAttribute,type,org.apache.lucene.queryParser.standard.config.MultiTermRewriteMethodAttribute,5552,queryparser
lucene/contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/WildcardQueryNodeBuilder.java,230,build,function,org.apache.lucene.queryParser.standard.builders.WildcardQueryNodeBuilder,5331,queryparser
lucene/contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/MultiTermRewriteMethodAttribute.java,257,TAG_ID,var,org.apache.lucene.queryParser.standard.config.MultiTermRewriteMethodAttribute,5553,queryparser
lucene/contrib/spellchecker/src/java/org/apache/lucene/search/spell/SpellChecker.java,389,suggestSimilar,function,org.apache.lucene.search.spell.SpellChecker,8451,search
lucene/src/java/org/apache/lucene/search/TopDocs.java,783,scoreDocs,var,org.apache.lucene.search.TopDocs,19382,search
lucene/src/java/org/apache/lucene/analysis/TokenStream.java,473,TokenStream,type,org.apache.lucene.analysis.TokenStream,9921,analysis
lucene/src/java/org/apache/lucene/store/Directory.java,853,close,function,org.apache.lucene.store.Directory,21078,store
lucene/src/java/org/apache/lucene/store/Directory.java,853,Directory,type,org.apache.lucene.store.Directory,21095,store
lucene/src/java/org/apache/lucene/index/codecs/simpletext/SimpleTextCodec.java,677,SimpleTextCodec,type,org.apache.lucene.index.codecs.simpletext.SimpleTextCodec,16040,index
lucene/src/java/org/apache/lucene/util/RamUsageEstimator.java,916,RamUsageEstimator,type,org.apache.lucene.util.RamUsageEstimator,22609,util
lucene/src/java/org/apache/lucene/util/automaton/State.java,946,addTransition,function,org.apache.lucene.util.automaton.State,23595,util
lucene/src/java/org/apache/lucene/util/RamUsageEstimator.java,916,NUM_BYTES_OBJECT_REF,var,org.apache.lucene.util.RamUsageEstimator,22616,util
lucene/src/java/org/apache/lucene/analysis/Analyzer.java,465,getPositionIncrementGap,function,org.apache.lucene.analysis.Analyzer,9739,analysis
lucene/src/java/org/apache/lucene/analysis/Analyzer.java,465,Analyzer,type,org.apache.lucene.analysis.Analyzer,9744,analysis
lucene/src/java/org/apache/lucene/util/Attribute.java,879,Attribute,type,org.apache.lucene.util.Attribute,21644,util
lucene/src/java/org/apache/lucene/analysis/tokenattributes/CharTermAttribute.java,475,CharTermAttribute,type,org.apache.lucene.analysis.tokenattributes.CharTermAttribute,9942,analysis
modules/analysis/common/src/java/org/apache/lucene/analysis/de/GermanMinimalStemmer.java,1305,stem,function,org.apache.lucene.analysis.de.GermanMinimalStemmer,35796,analysis
modules/analysis/common/src/java/org/apache/lucene/analysis/de/GermanMinimalStemmer.java,1305,len,var,org.apache.lucene.analysis.de.GermanMinimalStemmer.stem,35799,analysis
modules/analysis/common/src/java/org/apache/lucene/analysis/de/GermanMinimalStemmer.java,1305,i,var,org.apache.lucene.analysis.de.GermanMinimalStemmer.stem,35798,analysis
modules/analysis/common/src/java/org/apache/lucene/analysis/de/GermanMinimalStemmer.java,1305,s,var,org.apache.lucene.analysis.de.GermanMinimalStemmer.stem,35800,analysis
lucene/src/java/org/apache/lucene/index/codecs/standard/StandardCodec.java,682,StandardCodec,type,org.apache.lucene.index.codecs.standard.StandardCodec,16241,index
lucene/src/java/org/apache/lucene/index/IndexReader.java,550,AtomicReaderContext,type,org.apache.lucene.index.IndexReader.AtomicReaderContext,12000,index
lucene/src/java/org/apache/lucene/search/payloads/PayloadNearQuery.java,824,scorer,function,org.apache.lucene.search.payloads.PayloadNearQuery.PayloadNearSpanWeight,20270,search
lucene/src/java/org/apache/lucene/index/IndexReader.java,550,reader,var,org.apache.lucene.index.IndexReader.ReaderContext,12066,index
