File,ID,Member_Name,Member_Type,Entity,Member_ID,Module,Module_List,Duplicated
src/main/java/teammates/common/datatransfer/TeamEvalResult.java,58,toString,function,teammates.common.datatransfer.TeamEvalResult,1506,common.dataTransfer,['common.dataTransfer'],False
src/main/java/teammates/common/util/StringHelper.java,139,getIndent,function,teammates.common.util.StringHelper,4785,common.util,['common.util'],False
src/main/java/teammates/common/datatransfer/TeamEvalResult.java,58,TeamEvalResult,file,src.main.java.teammates.common.datatransfer.TeamEvalResult,1485,common.dataTransfer,['common.dataTransfer'],False
src/main/java/teammates/common/util/StringHelper.java,139,StringHelper,type,teammates.common.util.StringHelper,4811,common.util,['common.util'],False
src/test/java/teammates/test/cases/action/InstructorFeedbackPreviewAsInstructorActionTest.java,553,testExecuteAndPostProcess,function,teammates.test.cases.action.InstructorFeedbackPreviewAsInstructorActionTest,15318,testDriver,['testDriver'],False
src/test/java/teammates/test/driver/GaeSimulation.java,751,loginAsInstructor,function,teammates.test.driver.GaeSimulation,20177,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/action/InstructorFeedbackPreviewAsInstructorActionTest.java,553,getAction,function,teammates.test.cases.action.InstructorFeedbackPreviewAsInstructorActionTest,15315,testDriver,['testDriver'],False
src/test/java/teammates/test/driver/GaeSimulation.java,751,getActionObject,function,teammates.test.driver.GaeSimulation,20173,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/browsertests/AdminAccountDetailsPageUiTest.java,605,prepareTestData,function,teammates.test.cases.browsertests.AdminAccountDetailsPageUiTest,16441,testDriver,['testDriver'],False
src/main/java/teammates/common/datatransfer/DataBundle.java,39,DataBundle,type,teammates.common.datatransfer.DataBundle,937,common.dataTransfer,['common.dataTransfer'],False
src/client/java/teammates/client/scripts/DataMigrationForSearchableInstructors.java,11,DataMigrationForSearchableInstructors,type,teammates.client.scripts.DataMigrationForSearchableInstructors,324,client.scripts,['client.scripts'],False
src/main/java/teammates/logic/core/InstructorsLogic.java,173,inst,function,teammates.logic.core.InstructorsLogic,6862,logic.core,['logic.core'],False
src/client/java/teammates/client/scripts/DataMigrationForSearchableInstructors.java,11,getAllInstructors,function,teammates.client.scripts.DataMigrationForSearchableInstructors,321,client.scripts,['client.scripts'],False
src/main/java/teammates/logic/core/InstructorsLogic.java,173,getAllInstructors,function,teammates.logic.core.InstructorsLogic,6852,logic.core,['logic.core'],False
src/client/java/teammates/client/scripts/DataMigrationForSearchableInstructors.java,11,updateDocumentForInstructor,function,teammates.client.scripts.DataMigrationForSearchableInstructors,323,client.scripts,['client.scripts'],False
src/main/java/teammates/logic/core/InstructorsLogic.java,173,putDocument,function,teammates.logic.core.InstructorsLogic,6866,logic.core,['logic.core'],False
src/client/java/teammates/client/scripts/DataMigrationForSearchableInstructors.java,11,DataMigrationForSearchableInstructors,file,src.client.java.teammates.client.scripts.DataMigrationForSearchableInstructors,319,client.scripts,['client.scripts'],False
src/main/java/teammates/logic/core/InstructorsLogic.java,173,InstructorsLogic,type,teammates.logic.core.InstructorsLogic,6875,logic.core,['logic.core'],False
src/test/java/teammates/test/cases/action/StudentFeedbackSubmissionEditPageActionTest.java,583,prepareTestData,function,teammates.test.cases.action.StudentFeedbackSubmissionEditPageActionTest,16045,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/pagedata/InstructorCourseStudentDetailsEditPageDataTest.java,697,allTests,function,teammates.test.cases.pagedata.InstructorCourseStudentDetailsEditPageDataTest,18874,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/BaseTestCase.java,502,______TS,function,teammates.test.cases.BaseTestCase,14063,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/BaseTestCase.java,502,assertNull,function,teammates.test.cases.BaseTestCase,14067,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/BaseTestCase.java,502,assertNotNull,function,teammates.test.cases.BaseTestCase,14066,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/BaseTestCase.java,502,assertEquals,function,teammates.test.cases.BaseTestCase,14064,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/pagedata/InstructorCourseStudentDetailsEditPageDataTest.java,697,InstructorCourseStudentDetailsEditPageDataTest,file,src.test.java.teammates.test.cases.pagedata.InstructorCourseStudentDetailsEditPageDataTest,18873,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/BaseTestCase.java,502,BaseTestCase,type,teammates.test.cases.BaseTestCase,14081,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/pagedata/InstructorCourseStudentDetailsEditPageDataTest.java,697,InstructorCourseStudentDetailsEditPageDataTest,type,teammates.test.cases.pagedata.InstructorCourseStudentDetailsEditPageDataTest,18877,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/pagedata/InstructorCourseStudentDetailsEditPageDataTest.java,697,createData,function,teammates.test.cases.pagedata.InstructorCourseStudentDetailsEditPageDataTest,18875,testDriver,['testDriver'],False
src/test/java/teammates/test/cases/BaseTestCase.java,502,dummySessionToken,var,teammates.test.cases.BaseTestCase,14088,testDriver,['testDriver'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,main,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,203,client.scripts,['client.scripts'],False
src/client/java/teammates/client/remoteapi/RemoteApiClient.java,0,doOperationRemotely,function,teammates.client.remoteapi.RemoteApiClient,2,client.remoteAPI,['client.remoteAPI'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,analyzeAndGetAffectedComments,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,196,client.scripts,['client.scripts'],False
src/client/java/teammates/client/remoteapi/RemoteApiClient.java,0,println,function,teammates.client.remoteapi.RemoteApiClient,4,client.remoteAPI,['client.remoteAPI'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,fixDocuments,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,199,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,updateAndClearDocuments,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,205,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,file,src.client.java.teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,195,client.scripts,['client.scripts'],False
src/client/java/teammates/client/remoteapi/RemoteApiClient.java,0,RemoteApiClient,type,teammates.client.remoteapi.RemoteApiClient,5,client.remoteAPI,['client.remoteAPI'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,type,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,206,client.scripts,['client.scripts'],False
src/main/java/teammates/ui/controller/StudentFeedbackResultsPageAction.java,344,execute,function,teammates.ui.controller.StudentFeedbackResultsPageAction,10382,ui.controller,['ui.controller'],False
src/main/java/teammates/ui/pagedata/StudentFeedbackResultsPageData.java,404,StudentFeedbackResultsPageData,type,teammates.ui.pagedata.StudentFeedbackResultsPageData,12234,ui.view,['ui.view'],False
src/main/java/teammates/ui/pagedata/StudentFeedbackResultsPageData.java,404,setBundle,function,teammates.ui.pagedata.StudentFeedbackResultsPageData,12233,ui.view,['ui.view'],False
src/main/java/teammates/ui/pagedata/StudentFeedbackResultsPageData.java,404,getBundle,function,teammates.ui.pagedata.StudentFeedbackResultsPageData,12229,ui.view,['ui.view'],False
src/main/java/teammates/ui/pagedata/StudentFeedbackResultsPageData.java,404,init,function,teammates.ui.pagedata.StudentFeedbackResultsPageData,12232,ui.view,['ui.view'],False
src/main/java/teammates/ui/controller/StudentFeedbackResultsPageAction.java,344,StudentFeedbackResultsPageAction,file,src.main.java.teammates.ui.controller.StudentFeedbackResultsPageAction,10381,ui.controller,['ui.controller'],False
src/main/java/teammates/common/datatransfer/TeamEvalResult.java,58,TeamEvalResult,type,teammates.common.datatransfer.TeamEvalResult,1508,common.dataTransfer,['common.dataTransfer'],False
src/main/java/teammates/common/util/Logger.java,134,getLogger,function,teammates.common.util.Logger,4698,common.util,['common.util'],False
src/main/java/teammates/common/datatransfer/TeamEvalResult.java,58,TeamEvalResult,function,teammates.common.datatransfer.TeamEvalResult,1486,common.dataTransfer,['common.dataTransfer'],False
src/main/java/teammates/common/util/Logger.java,134,fine,function,teammates.common.util.Logger,4697,common.util,['common.util'],False
src/main/java/teammates/common/datatransfer/TeamEvalResult.java,58,calculateFactor,function,teammates.common.datatransfer.TeamEvalResult,1490,common.dataTransfer,['common.dataTransfer'],False
src/main/java/teammates/common/datatransfer/TeamEvalResult.java,58,averageColumns,function,teammates.common.datatransfer.TeamEvalResult,1489,common.dataTransfer,['common.dataTransfer'],False
src/main/java/teammates/common/datatransfer/TeamEvalResult.java,58,averageColumn,function,teammates.common.datatransfer.TeamEvalResult,1488,common.dataTransfer,['common.dataTransfer'],False
src/main/java/teammates/common/util/Logger.java,134,Logger,type,teammates.common.util.Logger,4702,common.util,['common.util'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,doOperation,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,197,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,getDocument,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,200,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,extractSampleDateString,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,198,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,isInDateFormat,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,202,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,queueDocumentUpdate,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,204,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,invokePutDocumentsWithRetry,function,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,201,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,commentsToFix,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.doOperation,211,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,batchSize,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,208,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,allComments,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,207,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,loopHelper,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,222,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,comment,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,209,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,document,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,214,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,numberOfDocuments,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,225,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,sampleDateString,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,229,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,oldDateFormat,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,227,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,commentsToFix,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,211,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,newDateFormat,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,224,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,numberOfUnaffectedDocuments,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.analyzeAndGetAffectedComments,226,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,index,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat,218,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,comment,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.getDocument,209,client.scripts,['client.scripts'],False
src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,5,document,var,teammates.client.scripts.DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.extractSampleDateString,214,client.scripts,['client.scripts'],False
