File,ID,Member_Name,Member_Type,Entity,Member_ID,Module
src_new/org/argouml/uml/diagram/state/ui/FigSynchState.java,727,modelChanged,function,org.argouml.uml.diagram.state.ui.FigSynchState,17681,diagrams
src/model/src/org/argouml/model/Facade.java,75,getBound,function,org.argouml.model.Facade,3579,model
src_new/org/argouml/cognitive/ui/ToDoByPoster.java,199,ToDoByPoster,function,org.argouml.cognitive.ui.ToDoByPoster,6345,critics
src_new/org/argouml/ui/PerspectiveSupport.java,343,addSubTreeModel,function,org.argouml.ui.PerspectiveSupport,10251,gui
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,update,function,org.argouml.model.mdr.CollectionHelper,274,model
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,updates,var,org.argouml.model.mdr.CollectionHelper.update,282,model
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,base,var,org.argouml.model.mdr.CollectionHelper.update,276,model
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,oldIt,var,org.argouml.model.mdr.CollectionHelper.update,279,model
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,obj,var,org.argouml.model.mdr.CollectionHelper.update,278,model
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,toBeRemoved,var,org.argouml.model.mdr.CollectionHelper.update,281,model
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,newIt,var,org.argouml.model.mdr.CollectionHelper.update,277,model
src/model-mdr/src/org/argouml/model/mdr/CollectionHelper.java,5,toBeAdded,var,org.argouml.model.mdr.CollectionHelper.update,280,model
src/model/src/org/argouml/model/CoreHelper.java,62,setTaggedValue,function,org.argouml.model.CoreHelper,3476,model
src_new/org/argouml/ui/cmd/ActionNewToDoItem.java,382,ActionNewToDoItem,function,org.argouml.ui.cmd.ActionNewToDoItem,11228,gui
src_new/org/argouml/i18n/Translator.java,214,localize,function,org.argouml.i18n.Translator,6693,internationalization
src_new/org/argouml/i18n/Translator.java,214,Translator,type,org.argouml.i18n.Translator,6696,internationalization
src/model/src/org/argouml/model/Model.java,82,getFacade,function,org.argouml.model.Model,3980,model
src/model/src/org/argouml/model/Model.java,82,Model,type,org.argouml.model.Model,4004,model
src_new/org/argouml/uml/diagram/ui/FigEnumLiteralsCompartment.java,824,createModelElement,function,org.argouml.uml.diagram.ui.FigEnumLiteralsCompartment,20190,diagrams
src/model/src/org/argouml/model/CoreFactory.java,61,buildEnumerationLiteral,function,org.argouml.model.CoreFactory,3328,model
src_new/org/argouml/uml/reveng/ImportCommon.java,946,getQualifiedName,function,org.argouml.uml.reveng.ImportCommon,23272,reverseEngineering
src/model/src/org/argouml/model/ModelManagementFactory.java,85,getRootModel,function,org.argouml.model.ModelManagementFactory,4077,model
src_new/org/argouml/ui/FindDialog.java,332,initTypes,function,org.argouml.ui.FindDialog,9965,gui
src/model/src/org/argouml/model/Model.java,82,getMetaTypes,function,org.argouml.model.Model,3982,model
